entrez_human	ensembl_gene_id	gene_symbol	entrez_rat	entrez_mouse	Unirprot_Human	Uniprot_Rat	Uniprot_mouse	gene_name	synonym	DbTF	pubmed_id	evidence.type	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi.et.al	TcoF.DB	TFCat	TFClass_human	TFclass_mouse	Vaquerizas.et.al	pubmed_id.1	taxon	pubmed_id.2	taxon.1	pubmed_id.3	taxon.2	pubmed_id.4	taxon.3	pubmed_id.5	taxon.4	pubmed_id.6	taxon.5	GOC981.select_EC
30062	ENSG00000134438	RAX	114213	19434	Q9Y2V3	Q9JLT7	O35602	retina and anterior neural fold homeobox	MCOP3|RX	yes	10625658	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	10625658	9606;10090	0	0	0	0	0	0	0	0	0	0	981
80712	ENSG00000123576	ESX1	0	13984	Q8N693	0	A2AG22,O88933	ESX homeobox 1	ESX1L|ESXR1	yes	10611245	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	0	Vaquerizas et al	10611245	10090	0	0	0	0	0	0	0	0	0	0	981
333929	ENSG00000185669	SNAI3	307919	30927	Q3KNW1	D3ZYQ2	Q9QY31	snail homolog 3 (Drosophila)	SMUC|SNAIL3|ZNF293|ZFP293	yes	10606664	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	10606664	10090	0	0	0	0	0	0	0	0	0	0	981
6591	ENSG00000019549	SNAI2	25554	20583	O43623	O08954	P97469,Q3UZ96	snail homolog 2 (Drosophila)	SLUG|SLUGH1|SNAIL2|WS2D	yes	10518215	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	10518215	9606	0	0	0	0	0	0	0	0	0	0	981
2120	ENSG00000139083	ETV6	312777	14011	P41212	Q3KRD1	P97360,Q80WR3	ets variant 6	TEL|TEL/ABL	yes	10514502	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	10514502	9606	0	0	0	0	0	0	0	0	0	0	981
165	ENSG00000106624	AEBP1	305494	11568	Q8IUX7	A2RUV9	Q640N1	AE binding protein 1	ACLP	yes	10510298	Author statement	0	0	GOC	0	0	Ravasi et al	0	TFCat	0	0	0	10510298	9606	0	0	0	0	0	0	0	0	0	0	981
2304	ENSG00000178919	FOXE1	192274	110805	O00358	O08771	Q8R2I0	forkhead box E1 (thyroid transcription factor 2)	FKHL15|FOXE2|HFKH4|HFKL5|TITF2|TTF-2|TTF2	yes	10465294	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	10465294	9606	0	0	0	0	0	0	0	0	0	0	981
23186	ENSG00000089902	RCOR1	314458	217864	J3KN32,Q9UKL0	B5DEY2	K3W4P9,Q8CFE3	REST corepressor 1	COREST|RCOR	yes	10449787	0	AnimalTFDB	DBD	GOC	0	ORFeome	0	TcoF-DB	0	TFclass	TFclass_mouse	Vaquerizas et al	10449787	9606	0	0	0	0	0	0	0	0	0	0	981
23528	ENSG00000162702	ZNF281	305083	226442	B3KMX4,Q9Y2X9	Q5XI48	Q99LI5	zinc finger protein 281	ZBP-99|ZNP-99	yes	10448078	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	10448078	9606	0	0	0	0	0	0	0	0	0	0	981
4802	ENSG00000066136	NFYC	25337	18046	Q13952	Q62725	P70353,Q3U114,Q7TPS7	nuclear transcription factor Y, gamma	CBF-C|CBFC|H1TF2A|HAP5|HSM|NF-YC	yes	10446203	Experimental	AnimalTFDB	0	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	10446203	9606	0	0	0	0	0	0	0	0	0	0	981
22806	ENSG00000161405	IKZF3	303511	22780	Q9UKT9	D3ZSW3	O08900	IKAROS family zinc finger 3 (Aiolos)	AIO|AIOLOS|ZNFN1A3	yes	10369681	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	10369681	9606	0	0	0	0	0	0	0	0	0	0	981
11063	ENSG00000039600	SOX30	689918	214105	B4DXW7,O94993	0	Q8CGW4	SRY (sex determining region Y)-box 30	0	yes	10359848	Experimental	AnimalTFDB	0	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	10359848	10090	0	0	0	0	0	0	0	0	0	0	981
121536	ENSG00000139154	AEBP2	297705	11569	Q6ZN18	D3ZED3	Q9Z248	AE binding protein 2	0	yes	10329662	Experimental	0	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	10329662	9606	0	0	0	0	0	0	0	0	0	0	981
6258	ENSG00000143171	RXRG	83574	20183	F1D8Q7,F1T097,P48443	Q5BJR8	E9Q9V9,P28705	retinoid X receptor, gamma	NR2B3|RXRC	yes	10328854	Author statement	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	10328854	9606	0	0	0	0	0	0	0	0	0	0	981
1053	ENSG00000092067	CEBPE	25410	110794	Q15744	P56261	Q6PZD9	CCAAT/enhancer binding protein (C/EBP), epsilon	C/EBP-EPSILON|CRP1	yes	10233885	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	10233885	10090	0	0	0	0	0	0	0	0	0	0	981
3166	ENSG00000215612	HMX1	360960	15371	F1T0J4,Q9NP08	D3ZBP8	O70218	H6 family homeobox 1	H6|NKX5-3	yes	10206974	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	10206974	9606	0	0	0	0	0	0	0	0	0	0	981
10113	ENSG00000138073	PREB	58842	50907	B5MC98,Q9HCU5	Q9WTV0	D3Z3S1,Q3UAP1,Q9WUQ2	prolactin regulatory element binding	SEC12	yes	10194769	Experimental	AnimalTFDB	0	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	0	0	Vaquerizas et al	10194769	10116	0	0	0	0	0	0	0	0	0	0	981
30818	ENSG00000115041	KCNIP3	65199	56461	Q9Y2W7	Q9JM47	A2AHT3,Q3YAA9,Q3YAB0,Q9QXT8	Kv channel interacting protein 3, calsenilin	CSEN|DREAM|KCHIP3	yes	10078534	Experimental	0	0	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	0	0	0	10078534	9606	0	0	0	0	0	0	0	0	0	0	981
9242	ENSG00000178860	MSC	312897	17681	O60682	D3ZWP1	O88940	musculin	ABF-1|ABF1|MYOR|BHLHA22	yes	9892671	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9892671	10090	0	0	0	0	0	0	0	0	0	0	981
11278	ENSG00000118922	KLF12	306110	16597	Q8WWI3,Q9Y4X4	0	O35738	Kruppel-like factor 12	AP-2REP|AP2REP	yes	9858544	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9858544	10090	0	0	0	0	0	0	0	0	0	0	981
687	ENSG00000119138	KLF9	117560	16601	Q13886	Q01713	Q8CEC4	Kruppel-like factor 9	BTEB|BTEB1	yes	9858544	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9858544	10090	0	0	0	0	0	0	0	0	0	0	981
60529	ENSG00000052850	ALX4	296511	11695	Q9H161	D3ZEM1	O35137	ALX homeobox 4	FND2	yes	9847249	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9847249	10090	0	0	0	0	0	0	0	0	0	0	981
6495	ENSG00000126778	SIX1	114634	20471	Q15475	G3V970	Q3V2C3,Q62231,Q8BSP4	SIX homeobox 1	BOS3|DFNA23|TIP39	yes	9826681	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9826681	10090	0	0	0	0	0	0	0	0	0	0	981
7161	ENSG00000078900	TP73	362675	22062	O15350	D4AA88	Q9D6A3,Q9JJP2,Z4YK94	tumor protein p73	P73	yes	9823311	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9823311	9606	0	0	0	0	0	0	0	0	0	0	981
3665	ENSG00000185507	IRF7	293624	54123	M9RSF4,Q92985	Q3SWU2	D3Z4U9,P70434,Q3TW14,Q542T3	interferon regulatory factor 7	IRF-7H|IRF7A	yes	9786932	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9786932	9606;10090	0	0	0	0	0	0	0	0	0	0	981
3665	ENSG00000276561	IRF7	293624	54123	M9RSF4,Q92985	Q3SWU2	D3Z4U9,P70434,Q3TW14,Q542T3	interferon regulatory factor 7	IRF-7H|IRF7A	yes	9786932	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9786932	9606;10090	0	0	0	0	0	0	0	0	0	0	981
8092	ENSG00000180318	ALX1	25401	216285	Q15699,V9HWA7	B0BMW6,Q63087	Q8C8B0	ALX homeobox 1	CART1|FND3	yes	9753625	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9753625	9606	0	0	0	0	0	0	0	0	0	0	981
5326	ENSG00000126003	PLAGL2	296281	54711	Q9UPG8	D3ZTE9	Q925T4	pleiomorphic adenoma gene-like 2	ZNF900	yes	9722527	Experimental	AnimalTFDB	0	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9722527	9606	0	0	0	0	0	0	0	0	0	0	981
5455	ENSG00000198914	POU3F3	192109	18993	P20264	Q63262	P31361	POU class 3 homeobox 3	BRN1|OTF8	yes	9671582	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9671582	10116	0	0	0	0	0	0	0	0	0	0	981
255877	ENSG00000161940	BCL6B	360551	12029	A8KA13,Q8N143	D3ZTN3	O88282,Q5BKP3	B-cell CLL/lymphoma 6, member B	BAZF|ZBTB28|ZNF62	yes	9632807	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9632807	10090	0	0	0	0	0	0	0	0	0	0	981
3227	ENSG00000123388	HOXC11	366996	109663	O43248	0	P31313	homeobox C11	HOX3H	yes	9582375	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9582375	9606	0	0	0	0	0	0	0	0	0	0	981
6656	ENSG00000182968	SOX1	0	20664	O00570	0	P53783	SRY (sex determining region Y)-box 1	0	yes	9512512	Experimental	AnimalTFDB	0	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9512512	10090	0	0	0	0	0	0	0	0	0	0	981
100271849	ENSG00000213999	MEF2B	498607	17259	Q02080	Q6AXR7	K7N7F1,Q80VR4	myocyte enhancer factor 2B	RSRFR2	yes	9430690	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9430690	10116	0	0	0	0	0	0	0	0	0	0	981
100271849	ENSG00000064489	MEF2B	498607	17259	Q02080	Q6AXR7	K7N7F1,Q80VR4	myocyte enhancer factor 2B	RSRFR2	yes	9430690	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9430690	10116	0	0	0	0	0	0	0	0	0	0	981
190	ENSG00000169297	NR0B1	58850	11614	F1D8P4,P51843	P70503	Q53ZY9,Q61066	nuclear receptor subfamily 0, group B, member 1	AHC|AHCH|AHX|DAX-1|DAX1|DSS|GTD|HHG|NROB1|SRXY2	yes	9384387	Experimental	AnimalTFDB	0	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9384387	9606	0	0	0	0	0	0	0	0	0	0	981
10488	ENSG00000107175	CREB3	298400	12913	O43889	Q6P6G3	Q3UNH6	cAMP responsive element binding protein 3	LUMAN|LZIP	yes	9271389	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9271389	9606	0	0	0	0	0	0	0	0	0	0	981
4335	ENSG00000070444	MNT	287521	17428	Q99583	0	O08789	MNT, MAX dimerization protein	MAD6|MXD6|ROX|BHLHD3	yes	9184233	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9184233	9606;10090	0	0	0	0	0	0	0	0	0	0	981
2649	ENSG00000148200	NR6A1	362125	14536	F1D8S0,F1DAM1,Q15406	0	Q64249	nuclear receptor subfamily 6, group A, member 1	GCNF|GCNF1|NR61|RTR	yes	9099702	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	0	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	9099702	10090	0	0	0	0	0	0	0	0	0	0	981
4661	ENSG00000196132	MYT1	362291	17932	Q01538	D3ZYT5	B0R0C1,Q8CFC2	myelin transcription factor 1	C20ORF36|MTF1|MYTI|PLPB1	yes	8980226	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8980226	9606	0	0	0	0	0	0	0	0	0	0	981
4661	ENSG00000276876	MYT1	362291	17932	Q01538	D3ZYT5	B0R0C1,Q8CFC2	myelin transcription factor 1	C20ORF36|MTF1|MYTI|PLPB1	yes	8980226	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8980226	9606	0	0	0	0	0	0	0	0	0	0	981
6925	ENSG00000196628	TCF4	84382	21413	B3KVA4,H3BTP3,P15884	Q62655	Q60722,Q8BPX7,Q91XK1,Q91YV0	transcription factor 4	E2-2|ITF-2|ITF2|PTHS|SEF-2|SEF2|SEF2-1|SEF2-1A|SEF2-1B|TCF-4|BHLHB19	yes	8978694	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8978694	9606;10090	0	0	0	0	0	0	0	0	0	0	981
2000	ENSG00000102034	ELF4	302811	56501	Q99607	D3ZWM8	Q9Z2U4	E74-like factor 4 (ets domain transcription factor)	ELFR|MEF	yes	8895518	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8895518	9606	0	0	0	0	0	0	0	0	0	0	981
3235	ENSG00000128709	HOXD9	688999	15438	P28356	B5DFK3	P28357	homeobox D9	HOX4|HOX4C|HOX-4.3|HOX-5.2	yes	8890171	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8890171	10090	0	0	0	0	0	0	0	0	0	0	981
5307	ENSG00000069011	PITX1	113983	18740	P78337,X5D9A5	Q99NA7	P70314,Q3UQH0	paired-like homeodomain 1	BFT|CCF|POTX|PTX1	yes	8675014	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8675014	10090	0	0	0	0	0	0	0	0	0	0	981
9915	ENSG00000172379	ARNT2	25243	11864	Q7Z3A3,Q86TN1,Q9HBZ2,X5DQN9	Q78E60	Q61324	aryl-hydrocarbon receptor nuclear translocator 2	BHLHE1	yes	8657146	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8657146	10090	0	0	0	0	0	0	0	0	0	0	981
7004	ENSG00000197905	TEAD4	0	21679	Q15561	0	Q62296	TEA domain family member 4	EFTR-2|RTEF1|TCF13L1|TEF-3|TEF3|TEFR-1|HRTEF-1B	yes	8631987	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8631987	10090	0	0	0	0	0	0	0	0	0	0	981
7589	ENSG00000166529	ZSCAN21	304342	22697	Q9Y5A6	Q6AXN8	Q07231	zinc finger and SCAN domain containing 21	NY-REN-21|ZNF38|ZIPRO1	yes	8625807	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8625807	10090	0	0	0	0	0	0	0	0	0	0	981
9572	ENSG00000126368	NR1D1	252917	217166	F1D8S3,P20393	G3V9L8,Q63503	Q3UV55	nuclear receptor subfamily 1, group D, member 1	EAR1|THRA1|THRAL|EAR-1|HREV	yes	8622974	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8622974	9606	0	0	0	0	0	0	0	0	0	0	981
7026	ENSG00000185551	NR2F2	113984	11819	F1D8R0,P24468	O09018	D3YYP4,P43135,Q3UST6	nuclear receptor subfamily 2, group F, member 2	ARP1|COUPTFB|COUPTFII|NF-E3|NR2F1|SVP40|TFCOUP2	yes	8622679	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8622679	9606;10090	0	0	0	0	0	0	0	0	0	0	981
1052	ENSG00000221869	CEBPD	25695	12609	P49716	Q03484	B9EIA9,Q00322,Q3UE64	CCAAT/enhancer binding protein (C/EBP), delta	C/EBP-DELTA|CELF|CRP3|NF-IL6-BETA	yes	8572170	Experimental	AnimalTFDB	0	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	0	8572170	9606;10116	0	0	0	0	0	0	0	0	0	0	981
10620	ENSG00000179361	ARID3B	367092	56380	Q8IVW6	D3ZGC2	Q9Z1N7	AT rich interactive domain 3B (BRIGHT-like)	BDP|DRIL2	yes	8543152	Experimental	AnimalTFDB	0	GOC	0	ORFeome	Ravasi et al	0	TFCat	TFclass	TFclass_mouse	0	8543152	10090	0	0	0	0	0	0	0	0	0	0	981
7050	ENSG00000177426	TGIF1	316742	21815	Q15583	Q5BJZ9	G3UWC5,P70284,Q3TVD4	TGFB-induced factor homeobox 1	HPE4|TGIF	yes	8537382	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8537382	9606;10116	0	0	0	0	0	0	0	0	0	0	981
84108	ENSG00000156374	PCGF6	309457	71041	Q9BYE7	Q5XI70	Q99NA9	polycomb group ring finger 6	MBLR|RNF134	yes	8521824	Experimental	0	0	GOC	0	0	Ravasi et al	TcoF-DB	TFCat	0	0	Vaquerizas et al	8521824	10090	0	0	0	0	0	0	0	0	0	0	981
9586	ENSG00000146592	CREB5	500131	231991	Q02930	D3ZBH0	Q8K1L0	cAMP responsive element binding protein 5	CRE-BPA	yes	8440710	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8440710	9606	0	0	0	0	0	0	0	0	0	0	981
4306	ENSG00000151623	NR3C2	25672	110784	B0ZBF6,P08235	P22199	A3KN90	nuclear receptor subfamily 3, group C, member 2	MCR|MLR|MR|NR3C2VIT	yes	8389140	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8389140	9606	0	0	0	0	0	0	0	0	0	0	981
23036	ENSG00000188994	ZNF292	50552	30046	O60281,Q3LIB3,Q6P495,Q6ZS01,Q6ZW83	D3ZXZ1	Q9Z2U2	zinc finger protein 292	NBLA00365|ZFP292|ZN-16|ZN-15|BA393I2.3	yes	8370519	Experimental	AnimalTFDB	DBD	GOC	0	0	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8370519	10090	0	0	0	0	0	0	0	0	0	0	981
4791	ENSG00000077150	NFKB2	309452	18034	Q00653	Q5U2Z4	Q3UG25,Q3UV15,Q9WTK5	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)	H2TF1|LYT-10|LYT10|NF-KB2|P105|P52	yes	8360178	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8360178	9606	0	0	0	0	0	0	0	0	0	0	981
7707	ENSG00000163848	ZNF148	58820	22661	Q9UQR1	Q62806	Q3UJ69,Q548L0,Q61624	zinc finger protein 148	BERF-1|BFCOL1|HT-BETA|ZBP-89|ZFP148|PHZ-52	yes	8355710	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8355710	9606	0	0	0	0	0	0	0	0	0	0	981
5971	ENSG00000104856	RELB	100360982	19698	D6R992,Q01201	0	Q04863,Q8K220	v-rel reticuloendotheliosis viral oncogene homolog B	I-REL|IREL|REL-B	yes	8183565	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8183565	9606	0	0	0	0	0	0	0	0	0	0	981
9970	ENSG00000143257	NR1I3	65035	12355	F1DAL4,Q14994	Q402C0,Q402C1,Q5FVU7,Q9QUS1	O35627,Q3UEP1,Q5FW96	nuclear receptor subfamily 1, group I, member 3	CAR|CAR1|MB67	yes	8114692	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8114692	9606	0	0	0	0	0	0	0	0	0	0	981
84504	ENSG00000148826	NKX6-2	309095	14912	Q9C056	D3ZZX2	D3Z4R4	NK6 homeobox 2	GTX|NKX6.2|NKX6B	yes	8096811	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	8096811	10090;10116	0	0	0	0	0	0	0	0	0	0	981
4603	ENSG00000185697	MYBL1	297783	17864	P10243,Q495G0	D3ZF01	E9QLX9,P51960	v-myb myeloblastosis viral oncogene homolog (avian)-like 1	A-MYB|AMYB	yes	7987850	Experimental	AnimalTFDB	0	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	7987850	9606	0	0	0	0	0	0	0	0	0	0	981
4799	ENSG00000086102	NFX1	313166	74164	A0JLR2,Q12986	D4AE50	B1AY10	nuclear transcription factor, X-box binding 1	NFX2	yes	7964459	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	7964459	9606	0	0	0	0	0	0	0	0	0	0	981
3234	ENSG00000175879	HOXD8	0	15437	P13378	0	A2ASN1,F6W963,P23463,Q9CUH8,Q9CUQ8	homeobox D8	HOX4|HOX4E|HOX5.4	yes	7926763	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	7926763	9606	0	0	0	0	0	0	0	0	0	0	981
5914	ENSG00000131759	RARA	24705	19401	A8K840,A8MUP8,F1D8N9,P10276,Q6I9R7	Q499N1	P11416,Q3U3R3,Q3U5E7	retinoic acid receptor, alpha	NR1B1|RAR	yes	7908827	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	7908827	9606	0	0	0	0	0	0	0	0	0	0	981
6932	ENSG00000081059	TCF7	363595	21414	P36402	D3ZLD0	Q00417,Q80UF1	transcription factor 7 (T-cell specific, HMG-box)	TCF-1	yes	7579399	Experimental	AnimalTFDB	0	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	7579399	9606	0	0	0	0	0	0	0	0	0	0	981
7593	ENSG00000099326	MZF1	361508	109889	P28698	D3ZF35	A1L357,A1L358,S4R1L6	myeloid zinc finger 1	MZF-1|MZF1B|ZFP98|ZNF42|ZSCAN6	yes	7579328	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	7579328	generic	0	0	0	0	0	0	0	0	0	0	981
146198	ENSG00000184939	ZFP90	498945	22751	J3QKQ8,L7S2P3,Q8TF47	Q4V8A8	Q61967	ZFP90 zinc finger protein	NK10|ZNF756	yes	7576184	Experimental	0	DBD	GOC	0	0	0	0	0	TFclass	TFclass_mouse	Vaquerizas et al	7576184	9606	0	0	0	0	0	0	0	0	0	0	981
7021	ENSG00000008196	TFAP2B	301285	21419	Q92481	D4A505	E9Q5N4,Q61313,Q8CCV4,Q8CE69	transcription factor AP-2 beta (activating enhancer binding protein 2 beta)	AP-2B|AP2-B	yes	7555706	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	7555706	9606	0	0	0	0	0	0	0	0	0	0	981
7023	ENSG00000090447	TFAP4	360482	83383	Q01664	D3ZJT6	Q9JIZ5	transcription factor AP-4 (activating enhancer binding protein 4)	AP-4|BHLHC41	yes	2833704	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	2833704	9606	0	0	0	0	0	0	0	0	0	0	981
466	ENSG00000123268	ATF1	315305	11908	P18846	F7FD47,Q5BK34	P81269,Q9CWS2	activating transcription factor 1	EWS-ATF1|FUS/ATF-1|TREB36	yes	2516827	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	2516827	9606	0	0	0	0	0	0	0	0	0	0	981
